,City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
19774,Kolkata,2020-04-21,11.81,24.7,4.05,12.3,16.42,12.34,0.34,6.26,41.06,1.97,7.0,0.46,56.0,Satisfactory
19775,Kolkata,2020-04-22,16.18,29.16,3.96,10.21,14.22,12.43,0.34,9.8,39.33,1.68,5.95,0.37,56.0,Satisfactory
19776,Kolkata,2020-04-23,13.48,27.12,4.03,9.0,13.08,12.63,0.32,6.14,25.54,1.36,5.96,0.33,41.0,Good
19777,Kolkata,2020-04-24,10.49,23.68,3.97,8.56,12.58,12.42,0.33,7.5,36.42,1.22,5.38,0.29,44.0,Good
19778,Kolkata,2020-04-25,15.3,29.63,4.0,8.68,12.72,12.36,0.33,7.45,47.67,1.41,5.6,0.31,59.0,Satisfactory
19779,Kolkata,2020-04-26,15.74,27.95,3.86,8.54,12.4,12.13,0.34,6.61,48.65,1.63,5.36,0.31,59.0,Satisfactory
19780,Kolkata,2020-04-27,10.67,36.11,3.9,8.2,12.12,12.23,0.32,5.52,33.34,1.5,5.56,0.36,44.0,Good
19781,Kolkata,2020-04-28,7.71,19.98,3.95,9.15,13.15,12.33,0.34,5.21,29.82,1.6,6.06,0.43,45.0,Good
19782,Kolkata,2020-04-29,16.66,31.0,4.25,10.52,14.83,12.57,0.36,6.04,35.37,2.18,7.26,0.55,51.0,Satisfactory
19783,Kolkata,2020-04-30,13.88,29.3,3.87,9.11,13.02,12.71,0.31,7.42,38.95,1.42,5.63,0.33,54.0,Satisfactory
19784,Kolkata,2020-05-01,10.46,25.57,3.84,8.2,12.09,12.52,0.29,5.88,37.78,1.19,5.39,0.31,51.0,Satisfactory
19785,Kolkata,2020-05-02,16.81,32.46,4.15,10.69,14.88,12.49,0.39,5.57,30.12,2.15,7.01,0.49,49.0,Good
19786,Kolkata,2020-05-03,18.04,32.98,3.94,9.23,13.21,13.04,0.38,5.76,42.05,1.76,6.28,0.47,57.0,Satisfactory
19787,Kolkata,2020-05-04,22.15,42.76,3.96,9.69,13.71,12.4,0.38,5.25,32.76,1.97,6.16,0.46,50.0,Good
19788,Kolkata,2020-05-05,17.49,35.85,3.82,8.59,12.46,11.35,0.34,5.75,33.08,1.86,5.78,0.34,50.0,Good
19789,Kolkata,2020-05-06,12.66,27.77,3.83,10.21,14.08,11.21,0.36,6.73,42.34,1.63,6.03,0.37,61.0,Satisfactory
19790,Kolkata,2020-05-07,16.77,34.69,3.92,9.68,13.65,11.0,0.32,5.95,41.97,1.77,6.12,0.41,59.0,Satisfactory
19791,Kolkata,2020-05-08,16.16,32.48,3.81,8.03,11.89,11.47,0.34,6.29,51.29,1.18,5.2,0.27,64.0,Satisfactory
19792,Kolkata,2020-05-09,21.76,44.67,3.85,8.27,12.16,11.28,0.36,5.5,48.86,1.41,5.48,0.29,73.0,Satisfactory
19793,Kolkata,2020-05-10,19.3,42.14,3.03,6.6,9.66,9.96,0.34,5.4,41.11,1.32,5.09,0.2,63.0,Satisfactory
19794,Kolkata,2020-05-11,19.21,41.4,3.21,8.78,12.05,8.35,0.38,6.44,60.31,2.0,6.99,0.47,75.0,Satisfactory
19795,Kolkata,2020-05-12,29.09,59.6,3.64,9.97,13.65,7.25,0.38,10.2,63.85,2.29,5.57,0.43,97.0,Satisfactory
19796,Kolkata,2020-05-13,24.23,53.11,3.24,6.96,10.29,7.27,0.29,8.82,38.78,1.54,4.04,0.23,71.0,Satisfactory
19797,Kolkata,2020-05-14,16.61,41.75,3.24,5.56,8.86,7.09,0.26,5.95,27.15,1.14,4.47,0.22,52.0,Satisfactory
19798,Kolkata,2020-05-15,12.3,31.18,3.3,5.35,8.71,6.88,0.27,5.58,23.89,1.08,5.35,0.24,44.0,Good
19799,Kolkata,2020-05-16,11.23,30.52,3.22,5.27,8.55,6.68,0.27,5.08,25.59,1.12,5.43,0.26,44.0,Good
19800,Kolkata,2020-05-17,10.61,31.76,3.28,5.42,8.77,6.39,0.28,5.26,26.23,1.32,4.75,0.27,50.0,Good
19801,Kolkata,2020-05-18,12.93,33.06,3.56,5.99,9.63,6.63,0.28,4.03,17.99,1.58,4.7,0.3,38.0,Good
19802,Kolkata,2020-05-19,8.32,22.93,3.82,5.94,9.82,7.39,0.28,3.71,17.86,1.22,4.8,0.36,32.0,Good
19803,Kolkata,2020-05-20,10.3,23.54,4.21,6.05,10.31,9.29,0.26,4.79,31.72,0.96,5.44,0.38,39.0,Good
19804,Kolkata,2020-05-21,7.3,32.25,3.85,6.66,10.57,8.02,0.36,4.39,24.14,1.33,8.53,0.57,37.0,Good
19805,Kolkata,2020-05-22,17.4,38.11,3.42,6.8,10.28,7.59,0.36,4.44,26.47,1.33,8.99,0.62,47.0,Good
19806,Kolkata,2020-05-23,21.78,55.17,3.0,5.53,8.59,9.64,0.34,3.9,27.39,0.93,8.51,0.52,50.0,Good
19807,Kolkata,2020-05-24,18.89,49.54,2.94,5.08,8.07,9.92,0.35,5.09,27.68,0.8,9.23,0.49,49.0,Good
19808,Kolkata,2020-05-25,16.54,51.67,2.9,5.14,8.09,10.04,0.34,5.28,25.14,0.71,8.41,0.45,48.0,Good
19809,Kolkata,2020-05-26,15.14,47.74,3.06,5.53,8.64,9.09,0.34,6.54,21.19,0.66,8.59,0.43,46.0,Good
19810,Kolkata,2020-05-27,13.81,39.88,3.31,6.09,9.45,9.03,0.33,5.8,22.34,0.76,8.81,0.48,43.0,Good
19811,Kolkata,2020-05-28,15.07,31.97,3.48,10.72,14.26,8.75,0.41,5.29,31.07,1.59,9.18,0.76,47.0,Good
19812,Kolkata,2020-05-29,17.5,38.8,3.27,8.17,11.5,9.76,0.36,5.79,34.45,1.51,8.98,0.68,55.0,Satisfactory
19813,Kolkata,2020-05-30,15.02,37.46,3.19,6.76,10.0,11.59,0.33,4.99,30.64,1.18,8.63,0.57,52.0,Satisfactory
19814,Kolkata,2020-05-31,14.29,32.47,3.11,7.76,10.93,11.53,0.37,5.52,35.27,1.58,8.81,0.69,55.0,Satisfactory
19815,Kolkata,2020-06-01,12.65,32.89,4.26,9.78,14.08,11.93,0.34,6.54,28.56,1.29,12.32,0.61,45.0,Good
19816,Kolkata,2020-06-02,12.76,34.52,5.64,10.59,14.75,10.78,0.34,7.45,33.19,1.7,11.9,0.62,51.0,Satisfactory
19817,Kolkata,2020-06-03,14.58,33.88,8.19,12.35,15.08,10.95,0.35,8.73,40.32,1.6,9.31,0.54,63.0,Satisfactory
19818,Kolkata,2020-06-04,16.0,36.33,3.2,7.42,10.67,8.89,0.33,7.57,28.36,1.31,12.77,0.79,52.0,Satisfactory
19819,Kolkata,2020-06-05,11.25,28.39,4.02,7.44,10.97,9.35,0.32,6.83,30.31,1.28,13.57,1.04,46.0,Good
19820,Kolkata,2020-06-06,16.85,41.15,10.63,14.22,15.68,10.68,0.36,6.88,40.43,1.82,12.76,0.8,59.0,Satisfactory
19821,Kolkata,2020-06-07,24.22,48.4,4.92,10.9,13.06,8.74,0.39,6.07,40.49,2.23,12.85,0.89,67.0,Satisfactory
19822,Kolkata,2020-06-08,23.13,43.41,5.1,14.77,18.2,8.64,0.43,9.67,31.1,4.0,15.46,1.52,59.0,Satisfactory
19823,Kolkata,2020-06-09,19.63,43.1,4.22,9.72,13.94,9.12,0.35,16.76,26.42,2.9,14.02,1.08,54.0,Satisfactory
19824,Kolkata,2020-06-10,14.39,35.54,4.09,9.41,13.59,8.65,0.35,5.5,20.74,2.59,11.72,1.08,40.0,Good
19825,Kolkata,2020-06-11,6.99,21.41,4.03,9.52,13.74,8.14,0.37,4.65,18.87,3.68,16.39,1.23,32.0,Good
19826,Kolkata,2020-06-12,8.7,22.11,3.88,11.15,15.2,8.52,0.37,5.05,21.71,5.75,18.28,1.39,38.0,Good
19827,Kolkata,2020-06-13,8.96,25.88,3.75,9.69,13.68,8.81,0.38,4.69,20.87,4.05,13.18,1.3,38.0,Good
19828,Kolkata,2020-06-14,9.93,25.89,3.57,8.63,12.34,8.37,0.36,4.56,17.17,2.21,12.68,1.1,32.0,Good
19829,Kolkata,2020-06-15,11.99,31.75,3.77,10.35,13.94,9.37,0.37,4.65,19.79,2.23,13.39,0.92,34.0,Good
19830,Kolkata,2020-06-16,9.9,27.05,3.79,10.69,14.34,8.64,0.36,5.44,24.17,2.5,11.14,0.82,47.0,Good
19831,Kolkata,2020-06-17,14.57,41.37,3.92,12.68,16.77,9.69,0.39,5.29,21.46,2.96,15.84,0.95,50.0,Good
19832,Kolkata,2020-06-18,15.18,39.77,3.71,11.92,15.67,9.53,0.37,5.71,24.53,2.62,14.93,0.87,47.0,Good
19833,Kolkata,2020-06-19,18.5,46.04,4.19,11.68,15.91,10.15,0.39,5.75,26.06,2.6,13.58,0.9,50.0,Good
19834,Kolkata,2020-06-20,11.11,34.98,4.1,8.06,12.21,11.48,0.34,5.45,18.8,1.59,11.32,1.09,45.0,Good
19835,Kolkata,2020-06-21,9.3,27.62,3.97,7.36,11.38,11.6,0.35,5.75,25.04,1.98,9.35,0.94,37.0,Good
19836,Kolkata,2020-06-22,13.7,36.69,4.32,9.13,13.5,11.77,0.36,5.45,27.12,1.3,8.89,0.89,42.0,Good
19837,Kolkata,2020-06-23,15.9,43.17,4.35,9.47,13.86,11.16,0.37,4.63,21.69,1.89,9.92,0.92,45.0,Good
19838,Kolkata,2020-06-24,16.98,50.87,5.6,9.37,14.09,11.66,0.35,5.9,23.51,1.89,11.23,1.04,52.0,Satisfactory
19839,Kolkata,2020-06-25,15.53,43.63,7.41,6.83,13.74,10.32,0.32,7.69,20.39,1.19,7.14,0.67,52.0,Satisfactory
19840,Kolkata,2020-06-26,9.59,28.44,6.38,7.91,14.35,10.35,0.34,8.2,22.66,1.09,8.42,0.24,42.0,Good
19841,Kolkata,2020-06-27,7.89,24.73,5.24,9.25,14.52,8.39,0.35,5.73,23.14,1.68,11.31,0.24,37.0,Good
19842,Kolkata,2020-06-28,10.58,25.56,5.94,12.63,18.62,6.92,0.38,5.92,27.76,1.32,11.07,0.34,43.0,Good
19843,Kolkata,2020-06-29,14.53,32.4,5.42,15.98,21.45,7.59,0.45,7.01,30.64,3.18,9.78,0.34,48.0,Good
19844,Kolkata,2020-06-30,14.0,35.85,6.25,12.29,18.12,9.64,0.37,5.66,24.59,2.46,10.75,0.27,47.0,Good
19845,Kolkata,2020-07-01,10.53,31.58,6.25,10.01,16.29,12.87,0.3,4.32,15.52,1.82,10.25,0.18,45.0,Good
19846,Lucknow,2015-01-01,,,2.11,13.46,4.57,,12.15,169.57,25.92,1.35,3.93,,,
19847,Lucknow,2015-01-02,,,2.37,10.76,3.8,,14.0,169.46,21.66,1.97,5.74,,,
19848,Lucknow,2015-01-03,,,2.27,12.43,4.22,,12.78,169.77,22.4,1.83,4.76,,,
19849,Lucknow,2015-01-04,,,2.24,12.46,4.22,,11.85,169.56,21.41,2.27,4.77,,,
19850,Lucknow,2015-01-05,,,2.32,12.27,4.22,,13.34,169.48,20.6,2.49,4.78,,,
19851,Lucknow,2015-01-06,,,2.33,12.91,4.3,,14.21,178.63,21.49,2.93,4.6,,,
19852,Lucknow,2015-01-07,,,2.68,17.12,4.64,,11.24,169.0,23.67,2.92,3.82,,,
19853,Lucknow,2015-01-08,,,4.19,24.45,3.97,,12.68,169.0,19.69,3.01,5.38,,,
19854,Lucknow,2015-01-09,,,4.27,24.74,3.13,,13.99,182.39,21.73,2.52,4.78,,,
19855,Lucknow,2015-01-10,,,4.02,20.67,4.05,,14.06,174.58,27.36,2.55,4.98,,,
19856,Lucknow,2015-01-11,,,3.53,18.77,4.22,,15.69,178.93,27.51,2.49,4.78,,,
19857,Lucknow,2015-01-12,,,3.09,17.52,4.22,,16.47,176.44,26.69,2.52,4.78,,,
19858,Lucknow,2015-01-13,,,3.39,15.84,5.15,,11.81,187.02,30.22,2.18,2.62,,,
19859,Lucknow,2015-01-14,,,2.89,15.26,4.7,,12.86,42.93,34.77,2.19,4.77,,,
19860,Lucknow,2015-01-15,,,2.44,8.73,5.06,,11.83,,36.26,1.63,2.79,,,
19861,Lucknow,2015-01-16,,,1.78,8.72,3.47,,12.02,,47.81,2.33,5.74,,,
19862,Lucknow,2015-01-17,,,2.15,5.4,4.3,,10.27,87.87,34.72,2.02,4.54,,,
19863,Lucknow,2015-01-18,,,1.99,4.89,4.72,,9.54,,26.07,1.92,4.17,,,
19864,Lucknow,2015-01-19,,,3.38,8.14,4.22,,13.28,,31.2,2.15,4.76,,,
19865,Lucknow,2015-01-20,,,4.07,11.63,4.22,,14.09,,33.76,2.14,4.57,,,
19866,Lucknow,2015-01-21,,,16.81,19.67,4.22,,13.49,,25.41,2.77,3.87,,,
19867,Lucknow,2015-01-22,,,13.04,17.07,3.72,,8.3,141.76,34.07,2.71,4.72,,,
19868,Lucknow,2015-01-23,,,5.72,15.33,3.3,,8.56,,49.69,2.71,5.35,,,
19869,Lucknow,2015-01-24,,,4.61,12.79,3.8,,6.83,,45.87,2.47,4.42,,,
19870,Lucknow,2015-01-25,,,3.78,10.64,3.05,,12.66,,58.79,2.79,5.73,,,
19871,Lucknow,2015-01-26,,,6.83,13.62,4.05,,9.29,,33.98,2.52,4.0,,,
19872,Lucknow,2015-01-27,,,6.68,20.12,3.61,,9.94,,31.3,2.68,4.86,,,
19873,Lucknow,2015-01-28,,,3.06,28.51,3.13,,7.78,,47.82,2.83,5.75,,,
19874,Lucknow,2015-01-29,,,2.42,21.54,2.21,,12.85,,56.81,3.14,7.29,,,
19875,Lucknow,2015-01-30,,,2.36,16.56,2.21,,14.92,,57.77,3.1,7.21,,,
19876,Lucknow,2015-01-31,,,6.4,18.36,3.96,,11.48,,43.57,2.65,4.17,,,
19877,Lucknow,2015-02-01,,,7.43,20.19,4.3,,13.58,70.12,33.27,2.55,3.59,,,
19878,Lucknow,2015-02-02,,,3.08,18.3,3.13,,15.41,,46.3,2.78,5.61,,,
19879,Lucknow,2015-02-03,,,3.71,14.16,4.14,,15.62,,35.58,2.36,3.79,,,
19880,Lucknow,2015-02-04,,,4.32,13.12,3.13,,13.67,,33.45,2.79,5.57,,,
19881,Lucknow,2015-02-05,,,3.55,14.52,4.47,,11.85,,29.48,2.41,3.08,,,
19882,Lucknow,2015-02-06,,,3.22,19.2,4.04,,11.35,,48.74,2.53,4.04,,,
19883,Lucknow,2015-02-07,,,10.55,31.35,5.15,,13.95,,35.46,2.92,4.02,,,
19884,Lucknow,2015-02-08,,,7.23,33.06,4.22,,14.63,,27.08,2.67,3.87,,,
19885,Lucknow,2015-02-09,,,5.69,33.45,4.22,,17.17,,34.11,2.55,3.87,,,
19886,Lucknow,2015-02-10,,,4.28,17.01,4.22,,11.44,132.63,39.29,2.47,3.77,,,
19887,Lucknow,2015-02-11,,,6.41,28.63,4.22,,16.55,179.18,42.61,2.62,3.82,,,
19888,Lucknow,2015-02-12,,,6.18,33.18,4.14,,14.85,103.59,41.16,2.65,4.01,,,
19889,Lucknow,2015-02-13,,,3.63,16.65,6.06,,7.77,180.85,39.1,2.1,2.59,,,
19890,Lucknow,2015-02-14,,,6.27,35.7,4.46,,17.62,,29.49,2.67,3.88,,,
19891,Lucknow,2015-02-15,,,3.3,21.52,4.05,,14.7,159.23,43.28,2.45,4.03,,,
19892,Lucknow,2015-02-16,,,4.27,26.65,4.22,,16.0,106.44,32.19,2.51,3.78,,,
19893,Lucknow,2015-02-17,,,4.05,25.15,4.22,,12.28,,27.74,2.47,3.76,,,
19894,Lucknow,2015-02-18,,,4.38,28.35,4.22,,11.87,58.62,30.65,2.56,3.8,,,
19895,Lucknow,2015-02-19,,,4.5,29.61,4.47,,16.37,113.63,25.96,2.65,3.37,,,
19896,Lucknow,2015-02-20,,,4.33,18.41,5.14,,5.26,,16.19,2.38,2.08,,,
19897,Lucknow,2015-02-21,,,4.61,26.09,3.61,,12.09,,27.47,2.88,4.87,,,
19898,Lucknow,2015-02-22,,,4.26,20.97,4.22,,11.84,,28.7,2.65,3.73,,,
19899,Lucknow,2015-02-23,,,5.42,27.46,4.22,,16.84,,23.22,2.89,3.8,,,
19900,Lucknow,2015-02-24,,,6.31,28.73,4.22,,12.48,,22.18,2.84,3.83,,,
19901,Lucknow,2015-02-25,,,6.59,18.02,4.72,,13.42,,18.1,2.72,2.81,,,
19902,Lucknow,2015-02-26,,,4.59,10.35,6.24,,6.12,,11.27,1.79,0.07,,,
19903,Lucknow,2015-02-27,,,7.11,11.42,6.24,,17.65,,11.22,2.22,0.09,,,
19904,Lucknow,2015-02-28,,,7.26,13.83,5.4,,11.21,,15.43,2.24,1.69,,,
19905,Lucknow,2015-03-01,,,7.85,16.82,4.39,,10.28,124.96,15.09,2.25,3.25,,,
19906,Lucknow,2015-03-02,,,11.15,27.26,6.16,,12.16,,10.79,1.62,0.35,,,
19907,Lucknow,2015-03-03,,,9.09,21.85,4.81,,9.62,,16.56,2.12,2.69,,,
19908,Lucknow,2015-03-04,,,8.02,12.38,3.55,,10.53,,24.78,2.63,4.79,,,
19909,Lucknow,2015-03-05,,,10.04,20.08,4.37,,11.83,,27.25,2.47,3.6,,,
19910,Lucknow,2015-03-06,,,9.78,19.54,4.99,,11.58,,28.29,2.29,3.01,,,
19911,Lucknow,2015-03-07,,,13.33,21.08,4.22,,11.55,,26.71,2.61,3.61,,,
19912,Lucknow,2015-03-08,,,10.8,19.58,4.39,,12.21,167.19,22.09,2.48,3.6,,,
19913,Lucknow,2015-03-09,,,8.47,19.51,4.22,,14.47,,27.1,2.43,3.66,,,
19914,Lucknow,2015-03-10,,,7.67,22.78,4.22,,8.9,20.83,31.41,2.46,3.71,,,
19915,Lucknow,2015-03-11,,,7.81,24.66,4.22,,10.51,11.61,34.98,2.5,3.74,,,
19916,Lucknow,2015-03-12,,,8.63,25.05,4.39,,8.6,11.68,30.95,2.48,3.41,,,
19917,Lucknow,2015-03-13,,,11.1,26.42,5.31,,2.31,14.02,20.87,2.14,1.69,,,
19918,Lucknow,2015-03-14,,,8.81,24.89,4.64,,1.99,13.47,24.91,2.32,2.97,,,
19919,Lucknow,2015-03-15,,,7.44,18.44,4.3,,2.13,9.43,13.24,2.33,3.48,,,
19920,Lucknow,2015-03-16,,,14.42,28.15,5.06,,2.12,9.6,18.75,2.4,2.38,,,
19921,Lucknow,2015-03-17,,,12.59,28.12,5.23,,2.23,11.79,14.84,2.21,1.92,,,
19922,Lucknow,2015-03-18,,,7.23,21.83,4.3,,2.24,9.74,46.65,2.36,3.55,,,
19923,Lucknow,2015-03-19,,,7.34,22.57,4.22,,2.26,10.15,64.24,2.44,3.71,,,
19924,Lucknow,2015-03-20,742.67,,8.14,24.78,4.22,,2.19,10.73,66.8,2.53,3.73,,,
19925,Lucknow,2015-03-21,518.1,,8.47,25.91,4.22,,2.05,10.99,59.02,2.56,3.75,,607.0,Severe
19926,Lucknow,2015-03-22,674.43,,7.26,22.05,4.22,,2.13,11.33,11.61,2.43,3.69,,707.0,Severe
19927,Lucknow,2015-03-23,41.71,,8.14,23.95,4.47,,2.33,10.59,14.01,2.4,3.38,,699.0,Severe
19928,Lucknow,2015-03-24,63.06,,11.18,26.69,4.3,,2.3,13.25,24.94,2.66,3.6,,108.0,Moderate
19929,Lucknow,2015-03-25,50.6,,23.82,39.66,4.83,,2.29,14.75,23.06,3.15,3.08,,111.0,Moderate
19930,Lucknow,2015-03-26,55.31,,18.4,33.29,4.22,,2.4,13.48,26.74,3.16,3.83,,116.0,Moderate
19931,Lucknow,2015-03-27,60.99,,8.08,25.41,4.22,,2.13,11.27,26.71,2.53,3.74,,104.0,Moderate
19932,Lucknow,2015-03-28,58.69,,13.96,27.05,4.22,,2.16,11.94,26.76,2.82,3.76,,114.0,Moderate
19933,Lucknow,2015-03-29,56.07,,8.47,25.32,4.9,,2.24,13.86,26.77,2.55,3.74,,124.0,Moderate
19934,Lucknow,2015-03-30,53.07,,5.24,18.07,6.71,,1.76,7.49,32.13,2.68,5.04,,113.0,Moderate
19935,Lucknow,2015-03-31,40.51,,10.66,25.01,15.09,,2.36,11.17,18.76,1.99,1.7,,104.0,Moderate
19936,Lucknow,2015-04-01,60.06,,10.92,22.11,4.77,,2.17,12.14,27.28,2.56,3.66,,124.0,Moderate
19937,Lucknow,2015-04-02,59.78,,15.1,23.79,4.98,,2.66,12.63,27.54,2.8,3.67,,157.0,Moderate
19938,Lucknow,2015-04-03,75.52,,11.98,27.25,5.65,,2.37,13.38,22.52,2.06,1.82,,122.0,Moderate
19939,Lucknow,2015-04-04,41.71,,8.84,22.35,4.3,,1.99,12.6,25.81,2.35,3.48,,144.0,Moderate
19940,Lucknow,2015-04-05,50.51,,9.11,23.39,4.22,,1.97,10.93,26.59,2.44,3.69,,123.0,Moderate
19941,Lucknow,2015-04-06,37.74,,10.77,27.38,4.64,,2.15,10.73,23.46,2.38,2.95,,114.0,Moderate
19942,Lucknow,2015-04-07,49.06,,16.02,31.87,4.47,,2.17,12.01,24.7,2.79,3.29,,120.0,Moderate
19943,Lucknow,2015-04-08,36.35,,10.65,28.02,4.64,,2.36,14.49,26.18,2.54,3.53,,117.0,Moderate
19944,Lucknow,2015-04-09,37.09,,6.94,22.89,4.14,,2.23,10.67,26.64,2.46,3.69,,104.0,Moderate
19945,Lucknow,2015-04-10,48.37,,8.11,25.37,4.22,,2.21,13.69,26.09,2.56,3.72,,108.0,Moderate
19946,Lucknow,2015-04-11,63.86,,10.62,31.48,4.22,,2.45,24.19,25.95,2.78,3.8,,114.0,Moderate
19947,Lucknow,2015-04-12,54.17,,10.22,23.58,5.06,,2.35,11.24,20.51,2.19,2.24,,134.0,Moderate
19948,Lucknow,2015-04-13,44.54,,13.87,29.51,6.16,,2.25,10.94,11.56,1.78,0.21,,103.0,Moderate
19949,Lucknow,2015-04-14,45.94,,19.27,32.21,6.24,,2.26,12.54,11.41,2.06,0.08,,103.0,Moderate
19950,Lucknow,2015-04-15,44.87,,14.5,30.76,6.24,,2.28,15.35,11.57,1.81,0.07,,104.0,Moderate
19951,Lucknow,2015-04-16,47.12,,17.18,33.17,5.65,,2.93,11.25,16.45,2.26,1.29,,104.0,Moderate
19952,Lucknow,2015-04-17,43.82,,10.33,23.53,3.63,,2.09,8.84,29.6,2.68,4.77,,103.0,Moderate
19953,Lucknow,2015-04-18,44.13,,10.12,27.93,4.12,,1.63,7.51,26.97,2.45,3.93,,,
19954,Lucknow,2015-04-19,43.04,,12.47,23.35,4.4,,3.21,21.52,25.29,2.61,3.34,,105.0,Moderate
19955,Lucknow,2015-04-20,36.72,,10.37,25.96,4.73,,3.25,16.62,22.79,2.28,3.16,,167.0,Moderate
19956,Lucknow,2015-04-21,44.07,,11.1,31.36,2.21,,2.06,16.35,34.5,3.11,7.62,,122.0,Moderate
19957,Lucknow,2015-04-22,32.86,,16.59,17.77,5.11,,2.37,17.14,21.25,3.7,4.51,,133.0,Moderate
19958,Lucknow,2015-04-23,50.1,,6.4,24.3,4.22,,2.28,37.56,29.22,4.28,4.19,,102.0,Moderate
19959,Lucknow,2015-04-24,44.39,,2.88,16.54,4.22,,2.23,35.52,26.23,3.57,4.69,,113.0,Moderate
19960,Lucknow,2015-04-25,39.98,,4.04,12.56,5.65,,2.75,42.87,19.56,3.57,3.39,,160.0,Moderate
19961,Lucknow,2015-04-26,44.83,,3.59,10.99,4.95,,2.04,45.84,21.32,3.52,3.78,,105.0,Moderate
19962,Lucknow,2015-04-27,46.26,,3.54,15.12,4.34,,2.0,21.77,25.28,3.56,4.49,,104.0,Moderate
19963,Lucknow,2015-04-28,42.06,,3.6,13.56,4.72,,2.38,10.34,23.73,3.51,4.36,,111.0,Moderate
19964,Lucknow,2015-04-29,34.93,,3.19,16.37,4.22,,2.44,8.87,25.91,3.1,2.97,,110.0,Moderate
19965,Lucknow,2015-04-30,46.02,,3.59,14.83,4.83,,2.15,15.07,26.25,2.54,1.35,,109.0,Moderate
19966,Lucknow,2015-05-01,105.39,,3.97,12.12,4.98,,2.28,11.31,16.26,2.62,1.39,,162.0,Moderate
19967,Lucknow,2015-05-02,49.21,,3.82,14.35,4.47,,2.26,13.08,32.57,2.26,1.24,,175.0,Moderate
19968,Lucknow,2015-05-03,42.74,,3.68,20.79,4.22,,2.36,14.72,39.37,2.11,1.17,,133.0,Moderate
19969,Lucknow,2015-05-04,44.41,,3.76,25.14,6.13,,2.32,15.75,31.8,1.79,1.03,,118.0,Moderate
19970,Lucknow,2015-05-05,33.52,,3.9,22.69,5.6,,2.48,13.58,15.89,2.12,1.17,,119.0,Moderate
19971,Lucknow,2015-05-06,29.95,,3.63,16.42,4.72,,2.39,11.79,19.7,2.14,1.18,,114.0,Moderate
19972,Lucknow,2015-05-07,29.69,,2.92,16.32,4.3,,2.19,11.86,43.82,2.05,1.31,,115.0,Moderate
19973,Lucknow,2015-05-08,28.56,,1.68,14.08,3.97,,2.43,11.19,42.55,1.61,1.53,,148.0,Moderate
19974,Lucknow,2015-05-09,28.45,,1.47,13.6,3.63,,3.25,12.45,48.76,0.93,0.92,,176.0,Moderate
19975,Lucknow,2015-05-10,32.08,,3.17,19.08,4.47,,2.95,9.7,41.08,1.69,1.59,,150.0,Moderate
19976,Lucknow,2015-05-11,36.26,,2.51,18.29,4.22,,2.91,20.09,47.42,1.94,1.82,,163.0,Moderate
19977,Lucknow,2015-05-12,29.07,,1.41,12.68,4.47,,2.65,7.57,49.44,1.31,1.24,,138.0,Moderate
19978,Lucknow,2015-05-13,32.94,,1.67,13.9,4.22,,2.25,8.7,39.97,1.37,1.3,,119.0,Moderate
19979,Lucknow,2015-05-14,33.4,,1.58,13.48,4.22,,2.14,9.08,44.04,1.32,1.26,,112.0,Moderate
19980,Lucknow,2015-05-15,28.85,,1.75,12.03,4.22,,2.24,8.33,59.35,1.15,1.11,,119.0,Moderate
19981,Lucknow,2015-05-16,36.88,,2.81,13.78,4.61,,2.11,11.43,57.8,2.09,1.95,,118.0,Moderate
19982,Lucknow,2015-05-17,36.01,,2.65,12.87,5.06,,2.14,10.25,53.5,1.69,1.6,,127.0,Moderate
19983,Lucknow,2015-05-18,34.55,,2.75,13.04,4.51,,3.38,9.65,62.24,1.54,1.46,,169.0,Moderate
19984,Lucknow,2015-05-19,34.76,,2.34,10.78,4.7,,1.97,13.1,57.99,1.73,1.63,,118.0,Moderate
19985,Lucknow,2015-05-20,32.51,,2.57,11.77,4.22,,2.23,9.19,21.09,1.24,1.18,,106.0,Moderate
19986,Lucknow,2015-05-21,42.98,,2.54,12.15,4.22,,2.94,14.66,17.09,1.93,1.81,,115.0,Moderate
19987,Lucknow,2015-05-22,34.6,,2.52,12.48,4.39,,4.1,15.98,24.44,1.35,1.28,,187.0,Moderate
19988,Lucknow,2015-05-23,46.62,,6.14,14.1,3.63,,3.04,20.47,29.18,2.09,2.01,,135.0,Moderate
19989,Lucknow,2015-05-24,39.74,,3.34,11.67,3.55,,2.21,15.78,28.93,1.44,1.41,,125.0,Moderate
19990,Lucknow,2015-05-25,45.86,,2.54,10.83,4.65,,2.61,23.05,29.77,3.74,3.45,,128.0,Moderate
19991,Lucknow,2015-05-26,39.79,,3.71,11.18,5.24,,2.99,14.2,29.3,1.31,1.13,,136.0,Moderate
19992,Lucknow,2015-05-27,39.79,,2.44,10.08,6.15,,4.89,16.28,30.02,2.23,0.86,,163.0,Moderate
19993,Lucknow,2015-05-28,40.78,,2.43,11.21,3.75,,2.81,14.27,28.75,0.82,1.18,,127.0,Moderate
19994,Lucknow,2015-05-29,56.01,,3.57,11.77,3.8,,2.76,19.4,28.77,5.33,4.9,,127.0,Moderate
19995,Lucknow,2015-05-30,41.14,,3.18,12.7,3.8,,2.42,13.56,27.8,1.1,1.09,,198.0,Moderate
